Country,Country_ID,City,IndicatorCode,Continent,Date,Prevalence,Disease_ID,Continent_Name,City_URL
Afghanistan,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16267,,https://w3id.org/ohboi#P156,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26273,01/01/2003,0.27,http://purl.obolibrary.org/obo/DOID_3112,Asia,
Afghanistan,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16267,,https://w3id.org/ohboi#P165,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26273,01/01/2002,0.27,http://purl.obolibrary.org/obo/DOID_3121,Asia,
Afghanistan,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16267,,https://w3id.org/ohboi#P203,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26273,01/01/2000,0.271,http://purl.obolibrary.org/obo/DOID_3159,Asia,
Albania,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16271,,https://w3id.org/ohboi#P37,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2020,0.018,http://purl.obolibrary.org/obo/DOID_2993,Europe,
Albania,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16271,,https://w3id.org/ohboi#P212,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2000,0.027,http://purl.obolibrary.org/obo/DOID_3168,Europe,
Algeria,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16274,,https://w3id.org/ohboi#P117,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2008,0.098,http://purl.obolibrary.org/obo/DOID_3073,Africa,
Andorra,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16289,,https://w3id.org/ohboi#P50,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2019,0.0087,http://purl.obolibrary.org/obo/DOID_3006,Europe,
Andorra,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16289,,https://w3id.org/ohboi#P153,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2003,0.02,http://purl.obolibrary.org/obo/DOID_3109,Europe,
Andorra,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16289,,https://w3id.org/ohboi#P206,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2000,0.024,http://purl.obolibrary.org/obo/DOID_3162,Europe,
Angola,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16292,,https://w3id.org/ohboi#P218,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2000,0.404,http://purl.obolibrary.org/obo/DOID_3174,Africa,
Argentina,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16305,,https://w3id.org/ohboi#P238,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26277,01/01/2000,0.044,http://purl.obolibrary.org/obo/DOID_3194,America,
Armenia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16306,,https://w3id.org/ohboi#P23,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2021,0.036,http://purl.obolibrary.org/obo/DOID_2979,Europe,
Armenia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16306,,https://w3id.org/ohboi#P114,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2008,0.127,http://purl.obolibrary.org/obo/DOID_3070,Europe,
Australia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16311,,https://w3id.org/ohboi#P110,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16311,01/01/2009,0.0079,http://purl.obolibrary.org/obo/DOID_3066,Australia,
Austria,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16312,,https://w3id.org/ohboi#P192,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2000,0.02,http://purl.obolibrary.org/obo/DOID_3148,Europe,
Azerbaijan,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16316,,https://w3id.org/ohboi#P122,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2006,0.113,http://purl.obolibrary.org/obo/DOID_3078,Europe,
Bahamas,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16321,,https://w3id.org/ohboi#P19,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26277,01/01/2021,0.014,http://purl.obolibrary.org/obo/DOID_2975,America,
Bahamas,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16321,,https://w3id.org/ohboi#P91,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26277,01/01/2018,0.016,http://purl.obolibrary.org/obo/DOID_3047,America,
Bahamas,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16321,,https://w3id.org/ohboi#P132,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26277,01/01/2003,0.015,http://purl.obolibrary.org/obo/DOID_3088,America,
Bahamas,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16321,,https://w3id.org/ohboi#P214,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26277,01/01/2000,0.034,http://purl.obolibrary.org/obo/DOID_3170,America,
Bahrain,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16322,,https://w3id.org/ohboi#P33,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26273,01/01/2020,0.017,http://purl.obolibrary.org/obo/DOID_2989,Asia,
Bahrain,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16322,,https://w3id.org/ohboi#P85,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26273,01/01/2018,0.014,http://purl.obolibrary.org/obo/DOID_3041,Asia,
Bahrain,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16322,,https://w3id.org/ohboi#P229,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26273,01/01/2000,0.039,http://purl.obolibrary.org/obo/DOID_3185,Asia,
Barbados,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16324,,https://w3id.org/ohboi#P4,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26277,01/01/2021,0.00047,http://purl.obolibrary.org/obo/DOID_2960,America,
Barbados,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16324,,https://w3id.org/ohboi#P73,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26277,01/01/2018,0.00048,http://purl.obolibrary.org/obo/DOID_3029,America,
Belarus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16372,,https://w3id.org/ohboi#P248,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2000,0.16,http://purl.obolibrary.org/obo/DOID_3204,Europe,
Belgium,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16329,,https://w3id.org/ohboi#P57,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2019,0.01,http://purl.obolibrary.org/obo/DOID_3013,Europe,
Belgium,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16329,,https://w3id.org/ohboi#P130,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2004,0.014,http://purl.obolibrary.org/obo/DOID_3086,Europe,
Belgium,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16329,,https://w3id.org/ohboi#P182,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2000,0.017,http://purl.obolibrary.org/obo/DOID_3138,Europe,
Benin,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16333,,https://w3id.org/ohboi#P249,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2000,0.147,http://purl.obolibrary.org/obo/DOID_3205,Africa,
Bhutan,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16336,,https://w3id.org/ohboi#P39,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26273,01/01/2020,0.207,http://purl.obolibrary.org/obo/DOID_2995,Asia,
Bolivia (Plurinational State of),http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16359,,https://w3id.org/ohboi#P10,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26277,01/01/2021,0.158,http://purl.obolibrary.org/obo/DOID_2966,America,
Bolivia (Plurinational State of),http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16359,,https://w3id.org/ohboi#P77,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26277,01/01/2018,0.155,http://purl.obolibrary.org/obo/DOID_3033,America,
Bolivia (Plurinational State of),http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16359,,https://w3id.org/ohboi#P151,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26277,01/01/2003,0.288,http://purl.obolibrary.org/obo/DOID_3107,America,
Bolivia (Plurinational State of),http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16359,,https://w3id.org/ohboi#P162,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26277,01/01/2002,0.273,http://purl.obolibrary.org/obo/DOID_3118,America,
Bolivia (Plurinational State of),http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16359,,https://w3id.org/ohboi#P200,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26277,01/01/2000,0.331,http://purl.obolibrary.org/obo/DOID_3156,America,
Botswana,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16363,,https://w3id.org/ohboi#P253,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2000,2.59,http://purl.obolibrary.org/obo/DOID_3209,Africa,
Bulgaria,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16368,,https://w3id.org/ohboi#P245,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2000,0.091,http://purl.obolibrary.org/obo/DOID_3201,Europe,
Burundi,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16371,,https://w3id.org/ohboi#P9,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2021,0.145,http://purl.obolibrary.org/obo/DOID_2965,Africa,
Burundi,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16371,,https://w3id.org/ohboi#P81,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2018,0.16,http://purl.obolibrary.org/obo/DOID_3037,Africa,
Burundi,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16371,,https://w3id.org/ohboi#P171,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2002,0.525,http://purl.obolibrary.org/obo/DOID_3127,Africa,
Burundi,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16371,,https://w3id.org/ohboi#P215,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2000,0.671,http://purl.obolibrary.org/obo/DOID_3171,Africa,
Cameroon,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16379,,https://w3id.org/ohboi#P42,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2020,0.247,http://purl.obolibrary.org/obo/DOID_2998,Africa,
Cameroon,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16379,,https://w3id.org/ohboi#P222,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2000,0.55,http://purl.obolibrary.org/obo/DOID_3178,Africa,
Chad,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16412,,https://w3id.org/ohboi#P29,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2020,0.203,http://purl.obolibrary.org/obo/DOID_2985,Africa,
Chad,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16412,,https://w3id.org/ohboi#P144,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2003,0.222,http://purl.obolibrary.org/obo/DOID_3100,Africa,
Chad,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16412,,https://w3id.org/ohboi#P187,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2000,0.221,http://purl.obolibrary.org/obo/DOID_3143,Africa,
Chile,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16427,,https://w3id.org/ohboi#P148,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26277,01/01/2003,0.019,http://purl.obolibrary.org/obo/DOID_3104,America,
Chile,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16427,,https://w3id.org/ohboi#P163,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26277,01/01/2002,0.021,http://purl.obolibrary.org/obo/DOID_3119,America,
Colombia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16449,,https://w3id.org/ohboi#P102,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26277,01/01/2010,0.039,http://purl.obolibrary.org/obo/DOID_3058,America,
Colombia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16449,,https://w3id.org/ohboi#P237,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26277,01/01/2000,0.047,http://purl.obolibrary.org/obo/DOID_3193,America,
Comoros,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16458,,https://w3id.org/ohboi#P105,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2010,0.047,http://purl.obolibrary.org/obo/DOID_3061,Africa,
Comoros,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16458,,https://w3id.org/ohboi#P244,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2000,0.058,http://purl.obolibrary.org/obo/DOID_3200,Africa,
Congo,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16467,,https://w3id.org/ohboi#P234,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2000,0.414,http://purl.obolibrary.org/obo/DOID_3190,Africa,
Cook Islands,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16469,,https://w3id.org/ohboi#P70,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16311,01/01/2018,0,http://purl.obolibrary.org/obo/DOID_3026,Australia,
Costa Rica,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16470,,https://w3id.org/ohboi#P11,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26277,01/01/2021,0.014,http://purl.obolibrary.org/obo/DOID_2967,America,
Costa Rica,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16470,,https://w3id.org/ohboi#P75,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26277,01/01/2018,0.013,http://purl.obolibrary.org/obo/DOID_3031,America,
Costa Rica,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16470,,https://w3id.org/ohboi#P147,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26277,01/01/2003,0.024,http://purl.obolibrary.org/obo/DOID_3103,America,
Costa Rica,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16470,,https://w3id.org/ohboi#P197,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26277,01/01/2000,0.028,http://purl.obolibrary.org/obo/DOID_3153,America,
CotedIvoire,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16762,,https://w3id.org/ohboi#P236,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2000,0.839,http://purl.obolibrary.org/obo/DOID_3192,Africa,
Croatia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16474,,https://w3id.org/ohboi#P55,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2019,0.0096,http://purl.obolibrary.org/obo/DOID_3011,Europe,
Croatia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16474,,https://w3id.org/ohboi#P76,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2018,0.012,http://purl.obolibrary.org/obo/DOID_3032,Europe,
Czechia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17668,,https://w3id.org/ohboi#P131,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2004,0.013,http://purl.obolibrary.org/obo/DOID_3087,Europe,
Czechia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17668,,https://w3id.org/ohboi#P133,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2003,0.015,http://purl.obolibrary.org/obo/DOID_3089,Europe,
Czechia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17668,,https://w3id.org/ohboi#P190,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2000,0.018,http://purl.obolibrary.org/obo/DOID_3146,Europe,
Democratic Republic of the Congo,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17266,,https://w3id.org/ohboi#P104,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2010,0.471,http://purl.obolibrary.org/obo/DOID_3060,Africa,
Democratic Republic of the Congo,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17266,,https://w3id.org/ohboi#P225,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2000,0.471,http://purl.obolibrary.org/obo/DOID_3181,Africa,
Denmark,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16496,,https://w3id.org/ohboi#P181,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2000,0.015,http://purl.obolibrary.org/obo/DOID_3137,Europe,
Dominica,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16520,,https://w3id.org/ohboi#P38,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26277,01/01/2020,0.019,http://purl.obolibrary.org/obo/DOID_2994,America,
Egypt,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16530,,https://w3id.org/ohboi#P8,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26273,01/01/2021,0.012,http://purl.obolibrary.org/obo/DOID_2964,Asia,
Egypt,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16530,,https://w3id.org/ohboi#P86,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26273,01/01/2018,0.014,http://purl.obolibrary.org/obo/DOID_3042,Asia,
El Salvador,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16532,,https://w3id.org/ohboi#P224,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26277,01/01/2000,0.036,http://purl.obolibrary.org/obo/DOID_3180,America,
Equatorial Guinea,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16557,,https://w3id.org/ohboi#P155,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2003,0.238,http://purl.obolibrary.org/obo/DOID_3111,Africa,
Equatorial Guinea,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16557,,https://w3id.org/ohboi#P164,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2002,0.238,http://purl.obolibrary.org/obo/DOID_3120,Africa,
Equatorial Guinea,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16557,,https://w3id.org/ohboi#P202,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2000,0.238,http://purl.obolibrary.org/obo/DOID_3158,Africa,
Eritrea,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16558,,https://w3id.org/ohboi#P61,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2019,0.151,http://purl.obolibrary.org/obo/DOID_3017,Africa,
Eritrea,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16558,,https://w3id.org/ohboi#P161,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2002,0.288,http://purl.obolibrary.org/obo/DOID_3117,Africa,
Eritrea,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16558,,https://w3id.org/ohboi#P196,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2000,0.299,http://purl.obolibrary.org/obo/DOID_3152,Africa,
Estonia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16562,,https://w3id.org/ohboi#P27,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2020,0.012,http://purl.obolibrary.org/obo/DOID_2983,Europe,
Estonia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16562,,https://w3id.org/ohboi#P88,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2018,0.015,http://purl.obolibrary.org/obo/DOID_3044,Europe,
Estonia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16562,,https://w3id.org/ohboi#P97,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2010,0.029,http://purl.obolibrary.org/obo/DOID_3053,Europe,
Eswatini,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17179,,https://w3id.org/ohboi#P257,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2000,2.34,http://purl.obolibrary.org/obo/DOID_3213,Africa,
Ethiopia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16563,,https://w3id.org/ohboi#P16,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2021,0.166,http://purl.obolibrary.org/obo/DOID_2972,Africa,
Fiji,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16582,,https://w3id.org/ohboi#P45,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16311,01/01/2019,0.084,http://purl.obolibrary.org/obo/DOID_3001,Australia,
France,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16592,,https://w3id.org/ohboi#P63,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2019,0.01,http://purl.obolibrary.org/obo/DOID_3019,Europe,
France,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16592,,https://w3id.org/ohboi#P180,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2000,0.014,http://purl.obolibrary.org/obo/DOID_3136,Europe,
Gambia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16598,,https://w3id.org/ohboi#P34,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2020,0.2,http://purl.obolibrary.org/obo/DOID_2990,Africa,
Gambia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16598,,https://w3id.org/ohboi#P157,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2003,0.253,http://purl.obolibrary.org/obo/DOID_3113,Africa,
Gambia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16598,,https://w3id.org/ohboi#P168,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2002,0.253,http://purl.obolibrary.org/obo/DOID_3124,Africa,
Gambia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16598,,https://w3id.org/ohboi#P201,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2000,0.261,http://purl.obolibrary.org/obo/DOID_3157,Africa,
Georgia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16634,,https://w3id.org/ohboi#P51,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2019,0.087,http://purl.obolibrary.org/obo/DOID_3007,Europe,
Ghana,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26330,,https://w3id.org/ohboi#P28,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2020,0.241,http://purl.obolibrary.org/obo/DOID_2984,Africa,
Ghana,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26330,,https://w3id.org/ohboi#P208,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2000,0.459,http://purl.obolibrary.org/obo/DOID_3164,Africa,
Guatemala,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16654,,https://w3id.org/ohboi#P22,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26277,01/01/2021,0.035,http://purl.obolibrary.org/obo/DOID_2978,America,
Guatemala,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16654,,https://w3id.org/ohboi#P223,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26277,01/01/2000,0.041,http://purl.obolibrary.org/obo/DOID_3179,America,
Guinea-Bissau,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16656,,https://w3id.org/ohboi#P221,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2000,0.414,http://purl.obolibrary.org/obo/DOID_3177,Africa,
Guyana,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16657,,https://w3id.org/ohboi#P53,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26277,01/01/2019,0.1,http://purl.obolibrary.org/obo/DOID_3009,America,
Guyana,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16657,,https://w3id.org/ohboi#P124,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26277,01/01/2004,0.136,http://purl.obolibrary.org/obo/DOID_3080,America,
